"CustomerID","recency","n_orders","n_transactions","n_unique_products","total_spent","avg_order_value","avg_item_price","avg_items_per_order","days_as_customer","first_purchase","last_purchase","purchase_frequency_rate","R_score","F_score","M_score","RFM_score"
"12373",310.986111111111,1,13,13,324.6,324.6,1.85769230769231,13,0,2011-02-01 13:10:00,2011-02-01 13:10:00,0,1,1,2,"112"
"12374",24.8840277777778,1,32,32,622.93,622.93,3.1015625,32,0,2011-11-14 15:37:00,2011-11-14 15:37:00,0,4,1,3,"413"
"12375",10.0930555555556,2,15,13,377.5,188.75,2.50133333333333,7.5,87.8423611111111,2011-09-02 14:23:00,2011-11-29 10:36:00,0.0227680583115271,5,2,2,"522"
"12377",314.878472222222,2,76,71,1548.12,774.06,2.22828947368421,38,39.2555555555556,2010-12-20 09:37:00,2011-01-28 15:45:00,0.0509482026606284,1,2,4,"124"
"12378",129.094444444444,1,218,218,3948.14,3948.14,3.01022935779817,218,0,2011-08-02 10:34:00,2011-08-02 10:34:00,0,2,1,5,"215"
"12379",81.1118055555555,2,38,38,777.24,388.62,2.22763157894737,19,88.7340277777778,2011-06-22 16:32:00,2011-09-19 10:09:00,0.0225392676303247,2,2,3,"223"
"12380",21.0576388888889,4,100,76,2427.81,606.9525,2.8238,25,164.068055555556,2011-06-07 09:49:00,2011-11-18 11:27:00,0.0243801268105207,4,4,5,"445"
"12381",4.00416666666667,3,82,69,1474.81,491.603333333333,3.37731707317073,27.3333333333333,115.115972222222,2011-08-12 09:57:00,2011-12-05 12:44:00,0.026060675526492,5,3,4,"534"
"12383",184.2,5,92,82,1564.72,312.944,2.46880434782609,18.4,167.731944444444,2010-12-22 14:28:00,2011-06-08 08:02:00,0.0298094678181954,1,4,4,"144"
"12384",28.1743055555556,2,25,25,425.27,212.635,5.3096,12.5,92.8861111111111,2011-08-10 11:23:00,2011-11-11 08:39:00,0.021531744370346,4,2,2,"422"
"12386",337.009027777778,2,9,9,358.7,179.35,2.61666666666667,4.5,29.1138888888889,2010-12-08 09:53:00,2011-01-06 12:37:00,0.0686957351397767,1,2,2,"122"
"12388",15.0138888888889,6,100,57,2780.66,463.443333333333,2.7777,16.6666666666667,311.054166666667,2011-01-17 11:12:00,2011-11-24 12:30:00,0.0192892449064338,4,5,5,"455"
"12390",79.1368055555556,1,31,31,504.84,504.84,3.64193548387097,31,0,2011-09-21 09:33:00,2011-09-21 09:33:00,0,2,1,3,"213"
"12391",21.0298611111111,1,92,92,437.16,437.16,2.42945652173913,92,0,2011-11-18 12:07:00,2011-11-18 12:07:00,0,4,1,2,"412"
"12393",71.88125,4,63,47,1549.4,387.35,2.25,15.75,260.245833333333,2011-01-11 09:47:00,2011-09-28 15:41:00,0.0153700827742999,2,4,4,"244"
"12394",63.1958333333333,2,23,23,629.92,314.96,2.44565217391304,11.5,153.754861111111,2011-05-06 14:01:00,2011-10-07 08:08:00,0.0130077188164783,3,2,3,"323"
"12395",18.8951388888889,12,139,87,2387.43,198.9525,3.07510791366906,11.5833333333333,351.948611111111,2010-12-03 16:35:00,2011-11-20 15:21:00,0.0340958867890278,4,5,5,"455"
"12397",35.1236111111111,2,124,109,2214.9,1107.45,3.28225806451613,62,99.8131944444444,2011-07-27 14:21:00,2011-11-04 09:52:00,0.0200374310343628,3,2,5,"325"
"12398",45.0993055555556,1,84,84,1435.66,1435.66,1.5402380952381,84,0,2011-10-25 10:27:00,2011-10-25 10:27:00,0,3,1,4,"314"
"12399",118.982638888889,4,54,45,963.45,240.8625,1.18722222222222,13.5,142.147916666667,2011-03-23 09:42:00,2011-08-12 13:15:00,0.028139701895033,2,4,4,"244"
"12401",302.958333333333,1,4,4,69.3,69.3,8.35,4,0,2011-02-09 13:50:00,2011-02-09 13:50:00,0,1,1,1,"111"
"12402",322.959027777778,1,10,10,195.6,195.6,2.12,10,0,2011-01-20 13:49:00,2011-01-20 13:49:00,0,1,1,1,"111"
"12403",49.0826388888889,1,4,4,391.7,391.7,4.35,4,0,2011-10-21 10:51:00,2011-10-21 10:51:00,0,3,1,2,"312"
"12405",148.165277777778,1,53,53,1390.39,1390.39,2.85641509433962,53,0,2011-07-14 08:52:00,2011-07-14 08:52:00,0,2,1,4,"214"
"12406",21.7277777777778,2,104,92,3270.3,1635.15,2.49701923076923,52,161.374305555556,2011-06-09 10:23:00,2011-11-17 19:22:00,0.0123935467490608,4,2,5,"425"
"12407",49.1104166666667,5,71,56,1420.08,284.016,2.44042253521127,14.2,214.868055555556,2011-03-20 13:21:00,2011-10-21 10:11:00,0.0232700946963576,3,4,4,"344"
"12408",32.0159722222222,5,101,80,2618.55,523.71,2.54851485148515,20.2,227.903472222222,2011-03-24 14:46:00,2011-11-07 12:27:00,0.0219391128675944,4,4,5,"445"
"12409",78.0916666666667,3,91,76,9657.07,3219.02333333333,4.1356043956044,30.3333333333333,103.929861111111,2011-06-10 12:19:00,2011-09-22 10:38:00,0.0288656211788132,2,3,5,"235"
"12410",308.090972222222,2,25,25,533.33,266.665,4.9888,12.5,0.000694444444444444,2011-02-04 10:38:00,2011-02-04 10:39:00,2880,1,2,3,"123"
"12412",74.1069444444445,3,58,42,1142.88,380.96,1.9748275862069,19.3333333333333,94.8506944444444,2011-06-23 13:51:00,2011-09-26 10:16:00,0.0316286561481861,2,3,4,"234"
"12413",66.1597222222222,3,36,28,686.1,228.7,4.065,12,270.7,2011-01-06 16:12:00,2011-10-04 09:00:00,0.0110823790173624,3,3,3,"333"
"12414",216.915972222222,3,15,15,442.41,147.47,2.284,5,93,2011-02-02 14:51:00,2011-05-06 14:51:00,0.032258064516129,1,3,2,"132"
"12415",24.0958333333333,15,418,292,50270.17,3351.34466666667,3.15282296650718,27.8666666666667,312.972222222222,2011-01-06 11:12:00,2011-11-15 10:32:00,0.0479275761072158,4,5,5,"455"
"12417",2.91527777777778,9,183,157,3226.1,358.455555555556,4.77530054644809,20.3333333333333,354.125694444444,2010-12-17 11:51:00,2011-12-06 14:52:00,0.0254147048384029,5,5,5,"555"
"12418",112.070833333333,1,34,34,668.58,668.58,3.56441176470588,34,0,2011-08-19 11:08:00,2011-08-19 11:08:00,0,2,1,3,"213"
"12420",63.1631944444444,1,29,29,600.39,600.39,4.70724137931034,29,0,2011-10-07 08:55:00,2011-10-07 08:55:00,0,3,1,3,"313"
"12421",15.1548611111111,4,41,31,639.04,159.76,2.22951219512195,10.25,303.748611111111,2011-01-24 15:09:00,2011-11-24 09:07:00,0.0131687844937563,4,4,3,"443"
"12422",95.1263888888889,3,38,38,683.56,227.853333333333,2.29342105263158,12.6666666666667,229.024305555556,2011-01-19 09:13:00,2011-09-05 09:48:00,0.013099046377295,2,3,3,"233"
"12423",0.111111111111111,8,117,96,1634.31,204.28875,2.08717948717949,14.625,352.969444444444,2010-12-21 10:54:00,2011-12-09 10:10:00,0.0226648513799589,5,5,4,"554"
"12424",162.030555555556,2,29,29,1608.32,804.16,2.84,14.5,0,2011-06-30 12:06:00,2011-06-30 12:06:00,0,2,2,4,"224"
"12425",77.8048611111111,1,36,36,777.2,777.2,2.56444444444444,36,0,2011-09-22 17:31:00,2011-09-22 17:31:00,0,2,1,3,"213"
"12426",194.016666666667,1,29,29,510.73,510.73,3.45137931034483,29,0,2011-05-29 12:26:00,2011-05-29 12:26:00,0,1,1,3,"113"
"12427",21.1625,3,27,24,639.32,213.106666666667,3.26111111111111,9,349.925,2010-12-03 10:44:00,2011-11-18 08:56:00,0.00857326569979281,4,3,3,"433"
"12428",25.1861111111111,8,287,256,6405.26,800.6575,2.94376306620209,35.875,257.950694444444,2011-03-01 09:33:00,2011-11-14 08:22:00,0.0310136788630472,4,5,5,"455"
"12429",8.81111111111111,4,93,80,3338,834.5,3.0941935483871,23.25,356.220138888889,2010-12-09 12:05:00,2011-11-30 17:22:00,0.0112290113986163,5,4,5,"545"
"12430",42.9034722222222,1,10,10,216.4,216.4,2.848,10,0,2011-10-27 15:09:00,2011-10-27 15:09:00,0,3,1,1,"311"
"12431",59.9173611111111,14,229,162,5087.11,363.365,3.70327510917031,16.3571428571429,313.198611111111,2010-12-01 10:03:00,2011-10-10 14:49:00,0.0447000705090398,3,5,5,"355"
"12432",42.0465277777778,4,107,106,4359.32,1089.83,4.10738317757009,26.75,129.927777777778,2011-06-20 13:27:00,2011-10-28 11:43:00,0.0307863342882798,3,4,5,"345"
"12433",0.116666666666667,7,405,217,12378.51,1768.35857142857,2.25641975308642,57.8571428571429,372.859722222222,2010-12-01 13:24:00,2011-12-09 10:02:00,0.0187738164859438,5,5,5,"555"
"12434",84.0083333333333,2,50,46,806.14,403.07,3.6726,25,175.98125,2011-03-24 13:05:00,2011-09-16 12:38:00,0.0113648471072913,2,2,3,"223"
"12435",79.1555555555556,2,31,29,6762.45,3381.225,6.11129032258065,15.5,188.059722222222,2011-03-17 07:40:00,2011-09-21 09:06:00,0.0106349194626412,2,2,5,"225"
"12436",99.0284722222222,1,15,15,429.01,429.01,2.952,15,0,2011-09-01 12:09:00,2011-09-01 12:09:00,0,2,1,2,"212"
"12437",1.05208333333333,18,183,117,4369.41,242.745,2.8844262295082,10.1666666666667,329.890277777778,2011-01-12 14:13:00,2011-12-08 11:35:00,0.0545635964819953,5,5,5,"555"
"12438",13.9736111111111,2,96,83,2466.85,1233.425,3.14270833333333,48,125.999305555556,2011-07-22 13:29:00,2011-11-25 13:28:00,0.0158731033570511,4,2,5,"425"
"12441",366.086805555556,1,10,10,155.55,155.55,2.271,10,0,2010-12-08 10:45:00,2010-12-08 10:45:00,0,1,1,1,"111"
"12442",2.93611111111111,1,11,11,144.06,144.06,1.09818181818182,11,0,2011-12-06 14:22:00,2011-12-06 14:22:00,0,5,1,1,"511"
"12444",20.9770833333333,5,172,137,4085.46,817.092,5.57633720930233,34.4,149.974305555556,2011-06-21 14:00:00,2011-11-18 13:23:00,0.0333390441881248,4,4,5,"445"
"12445",21.7548611111111,1,3,3,77.4,77.4,1.31666666666667,3,0,2011-11-17 18:43:00,2011-11-17 18:43:00,0,4,1,1,"411"
"12446",57,1,57,57,1002.31,1002.31,4.35263157894737,57,0,2011-10-13 12:50:00,2011-10-13 12:50:00,0,3,1,4,"314"
"12447",242.975694444444,1,25,25,431.49,431.49,3.1172,25,0,2011-04-10 13:25:00,2011-04-10 13:25:00,0,1,1,2,"112"
"12448",43.9611111111111,1,21,21,365.45,365.45,4.90190476190476,21,0,2011-10-26 13:46:00,2011-10-26 13:46:00,0,3,1,2,"312"
"12449",21.9611111111111,4,187,117,3596.29,899.0725,3.4368449197861,46.75,164.922916666667,2011-06-05 15:37:00,2011-11-17 13:46:00,0.0242537549107538,4,4,5,"445"
"12450",155.922916666667,2,8,7,197.88,98.94,1.6175,4,17.0034722222222,2011-06-19 14:36:00,2011-07-06 14:41:00,0.117623034510925,2,2,1,"221"
"12451",10.1736111111111,5,352,263,8893.52,1778.704,2.34795454545455,70.4,313.982638888889,2011-01-19 09:05:00,2011-11-29 08:40:00,0.0159244473442666,5,4,5,"545"
"12452",16.1979166666667,1,20,20,348.57,348.57,2.8835,20,0,2011-11-23 08:05:00,2011-11-23 08:05:00,0,4,1,2,"412"
"12453",133.945833333333,1,43,43,707.09,707.09,2.39325581395349,43,0,2011-07-28 14:08:00,2011-07-28 14:08:00,0,2,1,3,"213"
"12454",55.8173611111111,1,13,13,2918.34,2918.34,8.21,13,0,2011-10-14 17:13:00,2011-10-14 17:13:00,0,3,1,5,"315"
"12455",72.8881944444445,5,84,83,2181.46,436.292,1.88154761904762,16.8,223.232638888889,2011-02-16 09:56:00,2011-09-27 15:31:00,0.0223981583736448,2,4,5,"245"
"12456",43.9229166666667,3,122,104,2581.04,860.346666666667,2.73008196721311,40.6666666666667,210.228472222222,2011-03-30 09:12:00,2011-10-26 14:41:00,0.0142701888487723,3,3,5,"335"
"12457",65.9840277777778,4,57,51,1685.23,421.3075,3.65894736842105,14.25,172.761111111111,2011-04-14 18:57:00,2011-10-04 13:13:00,0.0231533588449047,3,4,4,"344"
"12458",70.8923611111111,2,36,34,787.4,393.7,2.34444444444444,18,213.1875,2011-02-28 10:55:00,2011-09-29 15:25:00,0.00938141307534447,3,2,3,"323"
"12461",154.102083333333,1,34,34,626.88,626.88,3.20764705882353,34,0,2011-07-08 10:23:00,2011-07-08 10:23:00,0,2,1,3,"213"
"12462",18.1520833333333,2,60,50,937.59,468.795,3.9125,30,284.76875,2011-02-09 14:44:00,2011-11-21 09:11:00,0.00702324254329171,4,2,4,"424"
"12463",52.9625,4,79,64,1200.78,300.195,2.28620253164557,19.75,188.039583333333,2011-04-12 12:47:00,2011-10-17 13:44:00,0.0212721169080092,3,4,4,"344"
"12464",9.97013888888889,8,22,5,957.05,119.63125,10.825,2.75,299.002083333333,2011-02-03 13:30:00,2011-11-29 13:33:00,0.0267556664181548,5,5,4,"554"
"12465",16.8444444444444,2,45,45,682.19,341.095,2.216,22.5,152.122916666667,2011-06-23 13:37:00,2011-11-22 16:34:00,0.0131472630411263,4,2,3,"423"
"12468",187.051388888889,2,36,35,657.54,328.77,2.71027777777778,18,128.921527777778,2011-01-27 13:29:00,2011-06-05 11:36:00,0.0155133129002893,1,2,3,"123"
"12471",1.87986111111111,27,437,148,17352.65,642.690740740741,2.61066361556064,16.1851851851852,362.255555555556,2010-12-10 09:35:00,2011-12-07 15:43:00,0.0745330184338865,5,5,5,"555"
"12472",31.9506944444444,7,332,218,6068.11,866.872857142857,2.06870481927711,47.4285714285714,336.9875,2010-12-05 14:19:00,2011-11-07 14:01:00,0.0207722838384213,4,5,5,"455"
"12473",53.0576388888889,3,160,138,2585.73,861.91,1.8105,53.3333333333333,138.05,2011-06-01 10:15:00,2011-10-17 11:27:00,0.0217312567910177,3,3,5,"335"
"12474",16.9243055555556,18,405,251,6690.09,371.671666666667,2.27111111111111,22.5,312.189583333333,2011-01-14 10:06:00,2011-11-22 14:39:00,0.0576572728910718,4,5,5,"455"
"12475",53.1111111111111,1,34,34,665.38,665.38,2.58352941176471,34,0,2011-10-17 10:10:00,2011-10-17 10:10:00,0,3,1,3,"313"
"12476",15.0069444444444,11,223,176,5848.92,531.72,4.28421524663677,20.2727272727273,345.917361111111,2010-12-13 14:39:00,2011-11-24 12:40:00,0.0317995025305097,4,5,5,"455"
"12477",22.1243055555556,6,298,190,12554.74,2092.45666666667,4.39248322147651,49.6666666666667,278.879166666667,2011-02-11 12:45:00,2011-11-17 09:51:00,0.0215146942373489,4,5,5,"455"
"12478",3.12083333333333,1,35,35,545.99,545.99,3.38171428571429,35,0,2011-12-06 09:56:00,2011-12-06 09:56:00,0,5,1,3,"513"
"12479",10.975,1,30,30,473.2,473.2,2.15766666666667,30,0,2011-11-28 13:26:00,2011-11-28 13:26:00,0,5,1,3,"513"
"12480",27.9152777777778,4,149,128,2568.83,642.2075,2.74530201342282,37.25,307.975694444444,2011-01-07 15:27:00,2011-11-11 14:52:00,0.0129880379268746,4,4,5,"445"
"12481",22.18125,10,208,149,5003.82,500.382,2.8625,20.8,342.927777777778,2010-12-09 10:13:00,2011-11-17 08:29:00,0.0291606590308941,4,5,5,"455"
"12483",16.825,8,68,45,1910.98,238.8725,2.26264705882353,8.5,322.1125,2011-01-04 14:20:00,2011-11-22 17:02:00,0.0248360433078505,4,5,5,"455"
"12484",34.8972222222222,4,329,255,3860.98,965.245,2.85908814589666,82.25,301.051388888889,2011-01-07 14:04:00,2011-11-04 15:18:00,0.0132867681320557,3,4,5,"345"
"12488",9.16666666666667,3,54,45,1244.66,414.886666666667,3.47055555555556,18,65.9277777777778,2011-09-25 10:34:00,2011-11-30 08:50:00,0.0455043397657369,5,3,4,"534"
"12489",335.984027777778,1,14,14,298.93,298.93,5.04428571428571,14,0,2011-01-07 13:13:00,2011-01-07 13:13:00,0,1,1,2,"112"
"12490",4.86319444444444,10,235,130,4859.93,485.993,2.04148936170213,23.5,324.2875,2011-01-14 09:13:00,2011-12-04 16:07:00,0.0308368345989284,5,5,5,"555"
"12491",38.0222222222222,1,24,24,377.6,377.6,2.88125,24,0,2011-11-01 12:18:00,2011-11-01 12:18:00,0,3,1,2,"312"
"12492",62.8993055555556,2,18,18,227.21,113.605,1.71944444444444,9,42.0166666666667,2011-08-26 14:51:00,2011-10-07 15:15:00,0.0476001586671956,3,2,1,"321"
"12493",165.10625,2,20,18,379.74,189.87,2.94,10,31.8083333333333,2011-05-26 14:53:00,2011-06-27 10:17:00,0.0628766046633482,2,2,2,"222"
"12494",15.1361111111111,7,71,62,1084.1,154.871428571429,2.66746478873239,10.1428571428571,349.91875,2010-12-09 11:31:00,2011-11-24 09:34:00,0.0200046439351992,4,5,4,"454"
"12497",81.0145833333333,1,8,8,690.6,690.6,1.0925,8,0,2011-09-19 12:29:00,2011-09-19 12:29:00,0,2,1,3,"213"
"12498",20.9979166666667,3,21,20,349.7,116.566666666667,2.88333333333333,7,36.1409722222222,2011-10-13 09:30:00,2011-11-18 12:53:00,0.0830082816132813,4,3,2,"432"
"12500",49.1090277777778,9,40,33,2098.54,233.171111111111,4.23225,4.44444444444444,284.017361111111,2011-01-10 09:48:00,2011-10-21 10:13:00,0.031688203723853,3,5,5,"355"
"12501",336.015277777778,1,148,148,2025.39,2025.39,2.30736486486486,148,0,2011-01-07 12:28:00,2011-01-07 12:28:00,0,1,1,5,"115"
"12502",95.0402777777778,5,142,101,2995.87,599.174,5.66556338028169,28.4,214.049305555556,2011-02-03 10:41:00,2011-09-05 11:52:00,0.0233591040485869,2,4,5,"245"
"12504",17.8666666666667,2,8,5,428.05,214.025,7.8875,4,12.0458333333333,2011-11-09 14:56:00,2011-11-21 16:02:00,0.166032514700796,4,2,2,"422"
"12506",232.163888888889,1,23,23,73.5,73.5,3.19565217391304,23,0,2011-04-21 08:54:00,2011-04-21 08:54:00,0,1,1,1,"111"
"12507",133.820138888889,3,14,13,434.41,144.803333333333,2.96214285714286,4.66666666666667,164.322916666667,2011-02-14 09:24:00,2011-07-28 17:09:00,0.018256735340729,2,3,2,"232"
"12508",25.8840277777778,2,64,57,390.36,195.18,1.800625,32,2.96527777777778,2011-11-10 16:27:00,2011-11-13 15:37:00,0.674473067915691,4,2,2,"422"
"12509",283.920138888889,1,6,6,158.5,158.5,3.49166666666667,6,0,2011-02-28 14:45:00,2011-02-28 14:45:00,0,1,1,1,"111"
"12510",142.107638888889,2,31,28,814.57,407.285,2.73193548387097,15.5,182.840972222222,2011-01-18 14:04:00,2011-07-20 10:15:00,0.0109384673232279,2,2,3,"223"
"12512",65.9131944444444,2,31,31,132.18,66.09,2.64032258064516,15.5,0.00138888888888889,2011-10-04 14:53:00,2011-10-04 14:55:00,1440,3,2,1,"321"
"12513",112.082638888889,1,34,34,558.29,558.29,1.71529411764706,34,0,2011-08-19 10:51:00,2011-08-19 10:51:00,0,2,1,3,"213"
"12514",266.841666666667,1,51,51,1017.68,1017.68,3.29686274509804,51,0,2011-03-17 16:38:00,2011-03-17 16:38:00,0,1,1,4,"114"
"12515",352.879861111111,1,15,15,278.7,278.7,4.9,15,0,2010-12-21 15:43:00,2010-12-21 15:43:00,0,1,1,2,"112"
"12516",77.1506944444444,2,23,18,1082.38,541.19,1.48478260869565,11.5,102.9,2011-06-12 11:37:00,2011-09-23 09:13:00,0.0194363459669582,2,2,4,"224"
"12517",27.9534722222222,4,268,231,2268.46,567.115,2.22402985074627,67,161.947222222222,2011-06-02 15:13:00,2011-11-11 13:57:00,0.0246994048129535,4,4,5,"445"
"12518",0.109027777777778,5,119,83,1840.89,368.178,2.20008403361345,23.8,109.871527777778,2011-08-21 13:18:00,2011-12-09 10:13:00,0.0455076952248523,5,4,4,"544"
"12519",63.1416666666667,1,16,16,276.84,276.84,2.161875,16,0,2011-10-07 09:26:00,2011-10-07 09:26:00,0,3,1,2,"312"
"12520",78.89375,5,147,120,2346.26,469.252,2.78802721088435,29.4,194.158333333333,2011-03-11 11:35:00,2011-09-21 15:23:00,0.0257521782050732,2,4,5,"245"
"12521",142.082638888889,1,37,37,545.68,545.68,2.59027027027027,37,0,2011-07-20 10:51:00,2011-07-20 10:51:00,0,2,1,3,"213"
"12522",38.8888888888889,2,9,9,152.72,76.36,2.66333333333333,4.5,12.0340277777778,2011-10-19 14:41:00,2011-10-31 15:30:00,0.166195395002597,3,2,1,"321"
"12523",18.9965277777778,11,102,83,1699.77,154.524545454545,4.42313725490196,9.27272727272727,312.133333333333,2011-01-12 09:43:00,2011-11-20 12:55:00,0.0352413498504912,4,5,4,"454"
"12524",8.88819444444444,8,132,109,3608.84,451.105,2.07742424242424,16.5,324.205555555556,2011-01-10 10:35:00,2011-11-30 15:31:00,0.0246757030004969,5,5,5,"555"
"12526",0.0284722222222222,3,68,63,1172.66,390.886666666667,2.70764705882353,22.6666666666667,93.9097222222222,2011-09-06 14:19:00,2011-12-09 12:09:00,0.0319455742069067,5,3,4,"534"
"12527",81.0381944444444,3,17,17,330.71,110.236666666667,2.04294117647059,5.66666666666667,243.993055555556,2011-01-18 12:05:00,2011-09-19 11:55:00,0.0122954319055073,2,3,2,"232"
"12528",8.92361111111111,6,86,49,1645.48,274.246666666667,4.615,14.3333333333333,303.232638888889,2011-01-31 09:05:00,2011-11-30 14:40:00,0.0197867881966312,5,5,4,"554"
"12530",59.0111111111111,4,62,50,1500.28,375.07,2.97483870967742,15.5,277.104166666667,2011-01-07 10:04:00,2011-10-11 12:34:00,0.0144350048868506,3,4,4,"344"
"12531",14.0680555555556,1,17,17,125.22,125.22,3.80941176470588,17,0,2011-11-25 11:12:00,2011-11-25 11:12:00,0,4,1,1,"411"
"12532",29.9604166666667,1,15,15,313.83,313.83,2.74466666666667,15,0,2011-11-09 13:47:00,2011-11-09 13:47:00,0,4,1,2,"412"
"12534",130.1,1,62,62,981.18,981.18,2.79403225806452,62,0,2011-08-01 10:26:00,2011-08-01 10:26:00,0,2,1,4,"214"
"12535",91.1680555555556,2,34,28,716.35,358.175,4.45147058823529,17,94.8340277777778,2011-06-06 12:47:00,2011-09-09 08:48:00,0.0210894764976824,2,2,3,"223"
"12536",58.9152777777778,1,259,259,4279.71,4279.71,2.8911583011583,259,0,2011-10-11 14:52:00,2011-10-11 14:52:00,0,3,1,5,"315"
"12538",28.8152777777778,1,21,21,363.95,363.95,3.64333333333333,21,0,2011-11-10 17:16:00,2011-11-10 17:16:00,0,4,1,2,"412"
"12539",21.9722222222222,4,273,157,5568.35,1392.0875,4.17652014652015,68.25,311.179861111111,2011-01-10 09:11:00,2011-11-17 13:30:00,0.0128543022858788,4,4,5,"445"
"12540",19.0548611111111,17,461,276,11580.24,681.190588235294,2.95637744034707,27.1176470588235,342.077777777778,2010-12-13 09:39:00,2011-11-20 11:31:00,0.0496963003865268,4,5,5,"455"
"12541",29.0902777777778,3,49,45,841.18,280.393333333333,2.12285714285714,16.3333333333333,251.047222222222,2011-03-04 09:32:00,2011-11-10 10:40:00,0.0119499430164754,4,3,3,"433"
"12544",35.8576388888889,1,18,18,316.7,316.7,2.77888888888889,18,0,2011-11-03 16:15:00,2011-11-03 16:15:00,0,3,1,2,"312"
"12545",74.9659722222222,2,48,41,832.39,416.195,3.02479166666667,24,184.065972222222,2011-03-25 12:04:00,2011-09-25 13:39:00,0.010865669389372,2,2,3,"223"
"12546",46.0284722222222,2,67,58,1021.5,510.75,2.4589552238806,33.5,31.1006944444444,2011-09-23 09:44:00,2011-10-24 12:09:00,0.064307245729597,3,2,4,"324"
"12547",197.008333333333,2,6,6,151.8,75.9,1.26666666666667,3,82.9944444444444,2011-03-04 12:46:00,2011-05-26 12:38:00,0.0240979985273445,1,2,1,"121"
"12548",165.885416666667,1,4,4,67.2,67.2,1.4,4,0,2011-06-26 15:35:00,2011-06-26 15:35:00,0,2,1,1,"211"
"12550",78.9270833333333,1,56,56,824.83,824.83,2.64553571428571,56,0,2011-09-21 14:35:00,2011-09-21 14:35:00,0,2,1,3,"213"
